competenciamov,regiao,uf,municipio,secao,subclasse,saldomovimentacao,cbo2002ocupacao,categoria,graudeinstrucao,idade,horascontratuais,racacor,sexo,tipoempregador,tipoestabelecimento,tipomovimentacao,tipodedeficiencia,indtrabintermitente,indtrabparcial,salario,tamestabjan,indicadoraprendiz,origemdainformacao,competenciadec,indicadordeforadoprazo,unidadesalariocodigo,valorsalariofixo
202601,4,43,431490,N,8111700,-1,517420,101,7,30,"44,00",1,1,0,1,40,0,0,0,"1667,60",8,0,1,202601,0,5,"1667,60"
202601,4,43,431490,N,8111700,-1,514320,101,8,19,"44,00",2,1,0,1,31,0,0,0,"1653,58",5,0,1,202601,0,5,"1653,58"
202601,4,43,430920,N,8121400,-1,514320,101,2,38,"44,00",3,3,0,1,40,0,0,0,"1653,58",8,0,1,202601,0,5,"1653,58"
202601,4,43,431490,N,8111700,-1,514320,101,7,31,"44,00",2,3,0,1,32,0,0,0,"1765,86",9,0,1,202601,0,5,"1765,86"
202601,4,43,431490,N,8020001,-1,514325,101,7,60,"44,00",1,1,0,1,43,0,0,0,"2470,00",7,0,1,202601,0,5,"2470,00"
202601,4,43,431490,N,8111700,1,410105,101,9,41,"44,00",1,3,0,1,97,0,0,0,"2063,31",9,0,1,202601,0,5,"2063,31"
202601,4,43,431020,N,8121400,1,521125,101,7,36,"44,00",1,1,0,1,97,0,0,0,"2221,23",6,0,1,202601,0,5,"2221,23"
202601,4,43,431490,N,8020001,-1,514320,101,4,38,"44,00",2,3,0,1,40,0,0,0,"1765,86",5,0,1,202601,0,5,"1765,86"
202601,4,43,430310,N,8121400,-1,514320,101,5,56,"20,00",3,3,0,1,40,0,0,0,"751,63",10,0,1,202601,0,5,"751,63"
202601,4,43,431490,N,8111700,-1,514320,101,5,40,"44,00",3,3,0,1,40,0,0,0,"1653,58",4,0,1,202601,0,5,"1653,58"
202601,4,43,430920,N,8121400,1,514320,101,5,30,"44,00",2,1,0,1,97,0,0,0,"1653,58",8,0,1,202601,0,5,"1653,58"
202601,4,43,430463,N,8130300,1,514205,101,7,21,"44,00",1,1,0,1,97,0,0,0,"2082,31",6,0,1,202601,0,5,"2082,31"
202601,4,43,431490,N,8121400,1,514320,101,7,60,"44,00",2,1,0,1,97,0,0,0,"1765,86",7,0,1,202601,0,5,"1765,86"
202601,4,43,432225,E,3811400,1,514205,101,7,33,"44,00",2,1,0,1,97,0,0,0,"2082,31",7,0,1,202601,0,5,"2082,31"
202601,4,43,431490,N,8111700,-1,514320,101,8,24,"20,00",1,1,0,1,40,0,0,0,"802,67",10,0,1,202601,0,5,"802,67"
202601,4,43,431490,N,8111700,-1,514320,101,6,37,"44,00",2,1,0,1,43,0,0,0,"1765,86",5,0,1,202601,0,5,"1765,86"
202601,4,43,430463,N,8020001,1,142130,101,7,19,"44,00",1,1,0,1,97,0,0,0,"1996,44",5,0,1,202601,0,5,"1996,44"
202601,4,43,430920,E,3811400,-1,514215,101,4,71,"44,00",2,1,0,1,60,0,0,0,"1836,88",9,0,1,202601,0,5,"1836,88"
202601,4,43,430920,N,8121400,1,414140,101,7,30,"44,00",1,1,0,1,97,0,0,0,"1979,00",5,0,1,202601,0,5,"1979,00"
202601,4,43,430460,N,8121400,1,514320,101,5,58,"44,00",1,1,0,1,97,0,0,0,"1765,86",7,0,1,202601,0,5,"1765,86"
202601,4,43,430920,N,8111700,1,517420,101,7,65,"44,00",3,1,0,1,97,0,0,0,"1667,60",5,0,1,202601,0,5,"1667,60"
202601,4,43,430460,N,8121400,-1,514225,101,5,26,"44,00",2,3,0,1,40,0,0,0,"1765,86",7,0,1,202601,0,5,"1765,86"
202601,4,43,430310,N,8121400,-1,514320,101,7,63,"44,00",1,3,0,1,40,0,0,0,"1653,63",10,0,1,202601,0,5,"1653,63"
202601,4,43,431490,N,8111700,1,514320,111,7,49,"44,00",2,1,0,1,97,0,1,0,"1766,60",3,0,1,202601,0,1,"8,03"
202601,4,43,431490,N,8111700,1,517410,101,7,31,"36,00",1,1,0,1,97,0,0,0,"1738,80",7,0,1,202601,0,1,"9,66"
202601,4,43,430310,N,8121400,-1,514320,106,5,56,"18,00",1,3,0,1,40,0,0,0,"721,63",10,0,1,202601,0,5,"721,63"
202601,4,43,431490,N,8111700,1,514320,101,5,23,"44,00",5,3,0,1,97,0,0,0,"1765,86",9,0,1,202601,0,5,"1765,86"
202601,4,43,430310,N,8121400,1,514320,106,5,26,"44,00",3,3,0,1,97,0,0,0,"1765,91",10,0,1,202601,0,5,"1765,91"
202601,4,43,431490,N,8121400,1,411010,101,7,22,"44,00",1,3,0,1,97,0,0,0,"2538,60",9,0,1,202601,0,5,"2538,60"
202601,4,43,431490,E,3811400,-1,514205,101,7,18,"44,00",3,1,0,1,31,0,0,0,"1949,91",7,0,1,202601,0,5,"1949,91"
202601,4,43,430460,N,8129000,1,514310,101,5,43,"44,00",1,3,0,1,97,0,0,0,"1654,40",7,0,1,202601,0,1,"7,52"
202601,4,43,431490,N,8111700,1,517410,101,7,63,"44,00",2,1,0,1,97,0,0,0,"1991,06",7,0,1,202601,0,5,"1991,06"
202601,4,43,431760,N,8111700,-1,514320,101,7,48,"44,00",1,3,0,1,40,0,0,0,"1764,00",8,0,1,202601,0,5,"1764,00"
202601,4,43,431490,N,8121400,1,514225,101,7,48,"24,00",1,3,0,1,97,0,0,0,"1204,00",7,0,1,202601,0,5,"1204,00"
202601,4,43,430310,N,8121400,-1,514320,106,7,25,"12,00",1,3,0,1,43,0,0,0,"521,18",10,0,1,202601,0,5,"521,18"
202601,4,43,430463,N,8020001,-1,142130,101,5,32,"44,00",3,1,0,1,31,0,0,0,"1996,44",5,0,1,202601,0,5,"1996,44"
202601,4,43,431490,N,8020001,1,514225,101,7,27,"44,00",1,3,0,1,97,0,0,0,"1765,86",4,0,1,202601,0,5,"1765,86"
202601,4,43,431490,N,8111700,1,517410,101,7,32,"44,00",1,1,0,1,97,0,0,0,"1991,06",7,0,1,202601,0,5,"1991,06"
202601,4,43,431490,N,8129000,1,514320,101,6,29,"44,00",1,3,0,1,97,0,0,0,"1765,86",9,0,1,202601,0,5,"1765,86"
202601,4,43,431490,N,8121400,-1,411010,103,6,20,"20,00",2,1,0,1,32,0,0,1,"814,12",7,1,1,202601,0,5,"814,12"
202601,4,43,430060,E,3811400,-1,514205,101,4,20,"44,00",1,1,0,1,40,0,0,0,"2082,31",5,0,1,202601,0,5,"2082,31"
202601,4,43,431100,N,8020001,-1,517420,101,7,26,"44,00",1,1,0,1,40,0,0,0,"1845,80",4,0,1,202601,0,5,"1845,80"
202601,4,43,431490,N,8121400,1,514320,101,1,41,"44,00",1,3,0,1,97,0,0,0,"1605,06",8,0,1,202601,0,5,"1605,06"
202601,4,43,431490,N,8111700,-1,517420,101,7,27,"44,00",1,1,0,1,43,0,0,0,"1667,60",9,0,1,202601,0,5,"1667,60"
202601,4,43,431490,N,8111700,1,514320,101,7,33,"40,00",3,3,0,1,97,0,0,0,"1504,00",7,0,1,202601,0,1,"7,52"
202601,4,43,430910,E,3811400,-1,514225,101,8,20,"44,00",1,1,0,1,40,0,0,0,"1808,95",4,0,1,202601,0,5,"1808,95"
202601,4,43,431800,N,8121400,1,517420,101,6,50,"44,00",1,1,0,1,97,0,0,0,"1991,06",8,0,1,202601,0,5,"1991,06"
202601,4,43,431490,N,8129000,-1,514320,101,4,40,"44,00",3,1,0,1,40,0,0,0,"1653,58",9,0,1,202601,0,5,"1653,58"
202601,4,43,431490,N,8111700,-1,517410,101,7,23,"44,00",1,1,0,1,32,0,0,0,"2126,25",9,0,1,202601,0,5,"2126,25"
202601,4,43,431490,N,8121400,1,622010,101,7,42,"44,00",2,1,0,1,97,0,0,0,"1653,58",7,0,1,202601,0,5,"1653,58"
202601,4,43,430460,N,8111700,-1,517410,101,7,27,"44,00",2,1,0,1,31,0,0,0,"1992,00",3,0,1,202601,0,5,"1992,00"
202601,4,43,431490,N,8121400,1,514320,101,7,24,"20,00",2,3,0,1,97,0,0,0,"803,06",5,0,1,202601,0,5,"803,06"
202601,4,43,431490,N,8111700,1,517420,101,7,22,"44,00",1,1,0,1,97,0,0,0,"1667,60",8,0,1,202601,0,5,"1667,60"
202601,4,43,431490,N,8121400,1,514325,101,5,68,"44,00",3,1,0,1,97,0,0,0,"2362,80",9,0,1,202601,0,5,"2362,80"
202601,4,43,430920,T,9700500,1,521135,101,7,29,"44,00",1,1,0,1,97,0,0,0,"1820,00",3,0,1,202601,0,5,"1820,00"
202601,4,43,432225,E,3811400,1,514205,101,4,40,"44,00",1,1,0,1,97,0,0,0,"2082,31",7,0,1,202601,0,5,"2082,31"
202601,4,43,431490,N,8121400,1,514225,101,7,34,"20,00",2,3,0,1,97,0,0,0,"802,67",7,0,1,202601,0,5,"802,67"
202601,4,43,431490,N,8020001,1,521110,101,7,40,"44,00",1,1,0,1,97,0,0,0,"2000,00",5,0,1,202601,0,5,"2000,00"
202601,4,43,432300,N,8129000,-1,514320,105,6,47,"20,00",1,3,0,1,43,0,0,0,"802,67",6,0,1,202601,0,5,"802,67"
202601,4,43,430310,N,8020001,1,517410,101,7,49,"44,00",1,1,0,1,97,0,0,0,"2126,25",7,0,1,202601,0,5,"2126,25"
202601,4,43,431760,E,3821100,1,784205,101,4,29,"44,00",1,1,0,1,97,0,0,0,"2083,00",5,0,1,202601,0,5,"2083,00"
202601,4,43,431490,N,8111700,1,517420,101,7,32,"44,00",2,1,0,1,97,0,0,0,"1667,60",9,0,1,202601,0,5,"1667,60"
202601,4,43,431490,N,8121400,-1,514325,101,7,55,"44,00",3,1,0,1,40,0,0,0,"2362,80",9,0,1,202601,0,5,"2362,80"
202601,4,43,430920,N,8020001,1,517410,101,4,58,"36,00",1,1,0,1,97,0,0,0,"1667,60",5,0,1,202601,0,5,"1667,60"
202601,4,43,431490,N,8111700,1,517410,101,5,44,"44,00",2,1,0,1,97,0,0,0,"1991,06",5,0,1,202601,0,5,"1991,06"
202601,4,43,431490,N,8111700,1,422105,101,7,48,"30,00",2,3,0,1,97,0,0,0,"1361,21",10,0,1,202601,0,5,"1361,21"
202601,4,43,430910,N,8121400,-1,514320,101,7,20,"44,00",1,3,0,1,43,0,0,0,"1766,52",4,0,1,202601,0,5,"1766,52"
202601,4,43,431490,N,8121400,-1,514320,101,5,37,"22,00",3,3,0,1,43,0,0,0,"826,80",7,0,1,202601,0,5,"826,80"
202601,4,43,431490,N,8020001,1,410105,101,7,46,"44,00",1,3,0,1,97,0,0,0,"3000,00",5,0,1,202601,0,5,"3000,00"
202601,4,43,430460,N,8121400,-1,514320,101,5,54,"44,00",1,3,0,1,40,0,0,0,"1765,86",7,0,1,202601,0,5,"1765,86"
202601,4,43,431490,N,8111700,1,514120,101,7,52,"44,00",1,1,0,1,97,0,0,0,"2151,89",9,0,1,202601,0,5,"2151,89"
202601,4,43,430910,N,8111700,1,514320,101,7,47,"44,00",2,1,0,1,97,0,0,0,"1925,00",5,0,1,202601,0,5,"1925,00"
202601,4,43,432200,N,8111700,-1,514225,101,7,35,"40,00",3,1,0,1,40,0,0,0,"2071,96",5,0,1,202601,0,5,"2071,96"
202601,4,43,430460,N,8111700,1,514320,101,7,32,"44,00",3,3,0,1,97,0,0,0,"1765,86",6,0,1,202601,0,5,"1765,86"
202601,4,43,431490,N,8111700,1,517410,101,7,58,"44,00",1,1,0,1,97,0,0,0,"2126,25",7,0,1,202601,0,5,"2126,25"
202601,4,43,431560,N,8121400,1,514320,101,7,19,"44,00",2,1,0,1,97,0,0,0,"1653,58",7,0,1,202601,0,5,"1653,58"
202601,4,43,431490,N,8111700,1,514325,101,2,47,"44,00",2,1,0,1,97,0,0,0,"1654,40",7,0,1,202601,0,1,"7,52"
202601,4,43,431490,N,8121400,1,514320,101,7,41,"44,00",2,3,0,1,97,0,0,0,"1756,08",3,0,1,202601,0,5,"1756,08"
202601,4,43,431780,N,8121400,1,513425,101,7,31,"30,00",1,3,0,1,97,0,0,0,"1127,45",8,0,1,202601,0,5,"1127,45"
202601,4,43,431490,N,8111700,-1,514320,101,7,44,"32,00",1,3,0,1,40,0,0,0,"1284,28",10,0,1,202601,0,5,"1284,28"
202601,4,43,430310,N,8121400,-1,514225,106,5,23,"44,00",3,3,0,1,40,0,0,0,"1940,40",10,0,1,202601,0,5,"1940,40"
202601,4,43,430310,N,8121400,1,514320,106,5,23,"24,00",3,3,0,1,97,0,0,0,"963,19",10,0,1,202601,0,5,"963,19"
202601,4,43,431490,N,8121400,-1,517410,101,7,44,"44,00",3,1,0,1,40,0,0,0,"2126,25",6,0,1,202601,0,5,"2126,25"
202601,4,43,431020,E,3811400,1,519935,101,7,40,"44,00",2,1,0,1,97,0,0,0,"1991,06",9,0,1,202601,0,5,"1991,06"
202601,4,43,430460,N,8121400,1,514225,101,5,54,"44,00",1,3,0,1,97,0,0,0,"1765,86",7,0,1,202601,0,5,"1765,86"
202601,4,43,431490,N,8111700,1,514320,101,7,44,"44,00",1,3,0,1,97,0,0,0,"1765,86",9,0,1,202601,0,5,"1765,86"
202601,4,43,431490,N,8121400,-1,517410,101,5,46,"40,00",1,1,0,1,43,0,0,0,"1991,06",8,0,1,202601,0,5,"1991,06"
202601,4,43,431390,N,8121400,1,514320,101,4,39,"20,00",1,3,0,1,97,0,0,0,"882,93",1,0,1,202601,0,5,"882,93"
202601,4,43,431490,N,8121400,1,517420,101,7,25,"44,00",3,1,0,1,97,0,0,0,"1991,06",6,0,1,202601,0,5,"1991,06"
202601,4,43,430310,N,8121400,-1,514320,106,7,35,"24,00",3,3,0,1,40,0,0,0,"901,95",10,0,1,202601,0,5,"901,95"
202601,4,43,431020,E,3811400,1,514205,101,2,24,"44,00",2,1,0,1,97,0,0,0,"2082,31",9,0,1,202601,0,5,"2082,31"
202601,4,43,431490,N,8129000,1,514320,101,5,28,"44,00",1,1,0,1,97,0,0,0,"1765,86",9,0,1,202601,0,5,"1765,86"
202601,4,43,430920,E,3811400,-1,716610,101,4,35,"44,00",1,3,0,1,31,0,0,0,"2362,80",9,0,1,202601,0,5,"2362,80"
202601,4,43,430060,N,8111700,1,514225,101,7,24,"36,00",4,3,0,1,97,0,0,0,"1444,79",5,0,1,202601,0,5,"1444,79"
202601,4,43,431490,N,8121400,1,514320,111,4,36,"44,00",2,3,0,1,97,0,1,0,"1654,40",8,0,1,202601,0,1,"7,52"
202601,4,43,432090,N,8121400,-1,514320,101,5,51,"44,00",3,3,0,1,40,0,0,9,"0,00",5,0,1,202601,0,99,"0,00"
202601,4,43,431490,N,8121400,1,513205,101,5,56,"44,00",2,3,0,1,97,0,0,0,"1736,16",8,0,1,202601,0,5,"1736,16"
202601,4,43,431490,N,8111700,-1,517410,101,7,54,"44,00",1,1,0,1,40,0,0,0,"2126,25",9,0,1,202601,0,5,"2126,25"
202601,4,43,430310,N,8121400,1,514320,101,8,30,"30,00",1,3,0,1,97,0,0,0,"1204,00",10,0,1,202601,0,5,"1204,00"
202601,4,43,431490,N,8121400,1,514320,101,6,63,"40,00",1,3,0,1,97,0,0,0,"1605,33",9,0,1,202601,0,5,"1605,33"
202601,4,43,430060,E,3811400,-1,514205,101,7,28,"44,00",3,1,0,1,60,0,0,0,"2082,31",5,0,1,202601,0,5,"2082,31"
202601,4,43,430310,N,8121400,1,514320,106,5,46,"30,00",3,3,0,1,97,0,0,0,"1127,44",10,0,1,202601,0,5,"1127,44"
202601,4,43,432200,N,8111700,1,514225,101,5,36,"40,00",1,1,0,1,97,0,0,0,"1636,07",5,0,1,202601,0,5,"1636,07"
202601,4,43,430310,N,8121400,-1,514320,106,4,49,"40,00",1,3,0,1,43,0,0,0,"1503,25",10,0,1,202601,0,5,"1503,25"
202601,4,43,431490,N,8121400,-1,514320,101,5,32,"12,00",1,1,0,1,40,0,0,0,"481,59",6,0,1,202601,0,5,"481,59"
202601,4,43,432300,N,8129000,1,513205,101,7,59,"40,00",1,3,0,1,97,0,0,0,"1685,50",7,0,1,202601,0,5,"1685,50"
202601,4,43,432300,N,8129000,1,514320,111,6,49,"44,00",1,3,0,1,97,0,1,9,"1766,60",5,0,1,202601,0,1,"8,03"
202601,4,43,431780,N,8121400,-1,514320,101,7,24,"30,00",1,1,0,1,31,0,0,0,"1127,45",8,0,1,202601,0,5,"1127,45"
202601,4,43,430920,N,8121400,-1,514320,101,4,38,"44,00",1,1,0,1,32,0,0,0,"1719,07",8,0,1,202601,0,5,"1719,07"
202601,4,43,431490,N,8111700,-1,517420,101,7,34,"44,00",1,3,0,1,43,0,0,0,"1667,60",6,0,1,202601,0,5,"1667,60"
202601,4,43,431490,N,8111700,1,514320,111,7,43,"44,00",1,3,0,1,97,0,1,0,"1764,40",5,0,1,202601,0,1,"8,02"
202601,4,43,431490,N,8129000,1,514320,101,5,21,"44,00",1,3,0,1,97,0,0,0,"1653,58",9,0,1,202601,0,5,"1653,58"
202601,4,43,431490,N,8111700,-1,514320,101,4,36,"44,00",1,3,0,1,40,0,0,0,"1765,86",9,0,1,202601,0,5,"1765,86"
202601,4,43,431490,E,3811400,1,514205,101,5,31,"44,00",3,1,0,1,97,0,0,0,"2082,31",9,0,1,202601,0,5,"2082,31"
202601,4,43,431490,T,9700500,1,514320,101,7,35,"44,00",2,3,0,1,97,0,0,0,"1766,60",3,0,1,202601,0,1,"8,03"
202601,4,43,430060,N,8111700,1,514325,101,2,41,"24,00",1,3,0,1,97,0,0,0,"963,19",5,0,1,202601,0,5,"963,19"
202601,4,43,432225,E,3811400,1,514205,101,4,42,"44,00",1,1,0,1,97,0,0,0,"1967,29",7,0,1,202601,0,5,"1967,29"
202601,4,43,431490,N,8121400,1,514325,101,6,18,"44,00",2,3,0,1,97,0,0,0,"1654,00",5,0,1,202601,0,5,"1654,00"
202601,4,43,431490,N,8020001,1,622010,101,7,49,"44,00",1,1,0,1,97,0,0,0,"1766,00",4,0,1,202601,0,5,"1766,00"
202601,4,43,431490,N,8020001,-1,317210,101,7,25,"44,00",1,3,0,1,31,0,0,0,"1946,67",8,0,1,202601,0,5,"1946,67"
202601,4,43,431760,N,8111700,1,514320,101,7,27,"44,00",1,3,0,1,97,0,0,0,"1764,00",8,0,1,202601,0,5,"1764,00"
202601,4,43,430310,N,8121400,1,514320,106,5,38,"28,00",3,3,0,1,97,0,0,0,"1086,74",10,0,1,202601,0,5,"1086,74"
202601,4,43,431490,N,8111700,-1,514320,101,7,28,"44,00",4,3,0,1,43,0,0,0,"1653,58",9,0,1,202601,0,5,"1653,58"
202601,4,43,431490,N,8129000,-1,514320,101,5,27,"44,00",3,3,0,1,31,0,0,0,"1765,86",9,0,1,202601,0,5,"1765,86"
202601,4,43,432380,N,8130300,1,514325,101,7,32,"44,00",1,1,0,1,97,0,0,0,"1765,86",4,0,1,202601,0,5,"1765,86"
202601,4,43,430310,N,8121400,1,514320,101,5,24,"44,00",1,3,0,1,97,0,0,0,"1765,86",10,0,1,202601,0,5,"1765,86"
202601,4,43,431490,N,8020001,-1,514320,101,7,43,"44,00",1,1,0,1,32,0,0,0,"1653,58",5,0,1,202601,0,5,"1653,58"
202601,4,43,431490,N,8111700,1,514320,111,5,60,"44,00",1,3,0,1,97,0,1,0,"1766,60",9,0,1,202601,0,1,"8,03"
202601,4,43,431750,N,8121400,-1,514320,101,4,29,"40,00",3,3,0,1,40,0,0,0,"1674,00",2,0,1,202601,0,5,"1674,00"
202601,4,43,430310,N,8121400,-1,514320,101,5,29,"44,00",3,3,0,1,40,0,0,0,"1653,58",10,0,1,202601,0,5,"1653,58"
202601,4,43,431490,N,8111700,-1,514320,101,7,29,"44,00",1,1,0,1,43,0,0,0,"1653,58",7,0,1,202601,0,5,"1653,58"
202601,4,43,432160,N,8020001,1,951305,101,6,22,"44,00",1,1,0,1,97,0,0,0,"1742,40",4,0,1,202601,0,5,"1742,40"
202601,4,43,432200,N,8129000,1,223705,101,7,29,"44,00",2,3,0,1,97,0,0,0,"1653,58",10,0,1,202601,0,5,"1653,58"
202601,4,43,431490,E,3811400,1,514215,101,7,26,"44,00",3,1,0,1,97,0,0,0,"1799,68",9,0,1,202601,0,5,"1799,68"
202601,4,43,432225,E,3811400,-1,514205,101,4,20,"44,00",5,1,0,1,40,0,0,0,"2082,31",7,0,1,202601,0,5,"2082,31"
202601,4,43,431560,E,3811400,-1,141205,101,9,35,"44,00",1,1,0,1,31,0,0,0,"9216,48",5,0,1,202601,0,5,"9216,48"
202601,4,43,431490,N,8111700,-1,517410,101,7,36,"44,00",1,3,0,1,40,0,0,0,"2126,25",5,0,1,202601,0,5,"2126,25"
202601,4,43,431490,N,8129000,1,782310,101,7,46,"44,00",1,1,0,1,97,0,0,0,"2475,60",5,0,1,202601,0,5,"2475,60"
202601,4,43,430310,N,8121400,1,514225,101,5,53,"20,00",2,3,0,1,97,0,0,0,"803,00",5,0,1,202601,0,1,"8,03"
202601,4,43,431490,N,8111700,-1,514310,101,5,50,"44,00",1,1,0,1,31,0,0,0,"1765,85",7,0,1,202601,0,5,"1765,85"
202601,4,43,431490,N,8111700,1,517410,101,7,34,"44,00",1,1,0,1,97,0,0,0,"1991,06",8,0,1,202601,0,5,"1991,06"
202601,4,43,432300,N,8129000,1,514320,101,7,56,"40,00",1,3,0,1,97,0,0,0,"1605,33",7,0,1,202601,0,5,"1605,33"
202601,4,43,431490,N,8111700,1,517420,101,7,30,"44,00",3,1,0,1,97,0,0,0,"1667,60",8,0,1,202601,0,5,"1667,60"
202601,4,43,431020,E,3811400,1,782510,101,5,42,"44,00",1,1,0,1,97,0,0,0,"2374,59",9,0,1,202601,0,5,"2374,59"
202601,4,43,431490,N,8111700,1,517410,101,7,23,"44,00",1,1,0,1,97,0,0,0,"2126,25",9,0,1,202601,0,5,"2126,25"
202601,4,43,430960,E,3812200,-1,514320,101,7,20,"44,00",1,3,0,1,40,0,0,0,"2359,70",7,0,1,202601,0,5,"2359,70"
202601,4,43,431020,N,8111700,1,422105,101,9,30,"40,00",3,3,0,1,97,0,0,0,"1699,54",8,0,1,202601,0,5,"1699,54"
202601,4,43,430460,N,8121400,-1,514320,101,7,25,"44,00",1,3,0,1,43,0,0,0,"1653,58",7,0,1,202601,0,5,"1653,58"
202601,4,43,431490,N,8121400,1,623020,101,5,48,"44,00",2,1,0,1,97,0,0,0,"1765,86",9,0,1,202601,0,5,"1765,86"
202601,4,43,432300,N,8129000,1,514320,101,7,39,"40,00",1,3,0,1,97,0,0,0,"1605,33",7,0,1,202601,0,5,"1605,33"
202601,4,43,431490,N,8111700,-1,510110,101,5,26,"44,00",1,1,0,1,40,0,0,0,"2990,62",9,0,1,202601,0,5,"2990,62"
202601,4,43,431490,N,8111700,-1,514320,101,7,45,"44,00",1,3,0,1,43,0,0,0,"1653,58",7,0,1,202601,0,5,"1653,58"
202601,4,43,431020,E,3811400,-1,782510,101,5,42,"44,00",1,1,0,1,31,0,0,0,"2213,64",9,0,1,202601,0,5,"2213,64"
202601,4,43,431490,N,8130300,1,514320,101,7,50,"44,00",2,1,0,1,97,0,0,0,"1765,86",5,0,1,202601,0,5,"1765,86"
202601,4,43,431490,N,8121400,1,514320,101,7,36,"44,00",1,1,0,1,97,0,0,0,"1765,86",7,0,1,202601,0,5,"1765,86"
202601,4,43,430460,N,8111700,-1,517410,101,7,23,"44,00",1,1,0,1,40,0,0,0,"2126,25",6,0,1,202601,0,5,"2126,25"
202601,4,43,430460,E,3811400,1,782305,101,7,35,"44,00",1,1,0,1,97,0,0,0,"2350,55",2,0,1,202601,0,5,"2350,55"
202601,4,43,430460,N,8111700,-1,517410,101,7,29,"44,00",1,1,0,1,32,0,0,0,"2126,25",6,0,1,202601,0,5,"2126,25"
202601,4,43,431720,N,8111700,-1,517420,101,5,59,"44,00",1,1,0,1,31,0,0,0,"2126,25",8,0,1,202601,0,5,"2126,25"
202601,4,43,430460,N,8111700,1,514225,101,7,45,"44,00",1,1,0,1,97,0,0,0,"1765,86",6,0,1,202601,0,5,"1765,86"
202601,4,43,430310,N,8020001,-1,252210,101,8,34,"44,00",1,3,0,1,40,0,0,0,"3887,03",5,0,1,202601,0,5,"3887,03"
202601,4,43,431490,N,8121400,1,517410,101,7,36,"42,25",3,1,0,1,97,0,0,0,"2126,25",6,0,1,202601,0,5,"2126,25"
202601,4,43,431490,N,8111700,-1,514320,101,5,35,"44,00",2,3,0,1,43,0,0,0,"1764,40",6,0,1,202601,0,1,"8,02"
202601,4,43,431490,N,8111700,1,414105,101,7,32,"40,00",1,3,0,1,97,0,0,0,"1605,32",9,0,1,202601,0,5,"1605,32"
202601,4,43,431020,E,3811400,1,782510,101,7,40,"44,00",1,1,0,1,97,0,0,0,"2374,59",9,0,1,202601,0,5,"2374,59"
202601,4,43,430920,E,3811400,-1,715210,101,7,50,"44,00",1,1,0,1,31,0,0,0,"2362,80",9,0,1,202601,0,5,"2362,80"
202601,4,43,430460,N,8129000,1,514310,101,7,57,"44,00",1,3,0,1,97,0,0,0,"1654,40",7,0,1,202601,0,1,"7,52"
202601,4,43,431490,N,8111700,1,410105,101,7,43,"44,00",1,1,0,1,97,0,0,0,"1847,88",7,0,1,202601,0,5,"1847,88"
202601,4,43,430920,N,8111700,1,517420,101,7,52,"44,00",3,3,0,1,97,0,0,0,"1667,60",5,0,1,202601,0,5,"1667,60"
202601,4,43,430310,N,8121400,-1,514320,106,5,36,"18,00",1,3,0,1,40,0,0,0,"722,39",10,0,1,202601,0,5,"722,39"
202601,4,43,431750,N,8129000,1,784205,101,6,27,"44,00",1,3,0,1,97,0,0,0,"1932,90",5,0,1,202601,0,5,"1932,90"
202601,4,43,431490,N,8111700,1,517410,101,7,33,"44,00",1,1,0,1,97,0,0,0,"2126,25",7,0,1,202601,0,5,"2126,25"
202601,4,43,431490,N,8111700,-1,514320,101,5,41,"44,00",1,3,0,1,40,0,0,0,"1764,40",6,0,1,202601,0,1,"8,02"
202601,4,43,431350,N,8121400,-1,410105,101,7,32,"44,00",1,1,0,1,31,0,0,0,"2467,70",4,0,1,202601,0,5,"2467,70"
202601,4,43,431780,N,8121400,-1,412205,101,7,20,"40,00",1,1,0,1,31,0,0,0,"1503,26",8,0,1,202601,0,5,"1503,26"
202601,4,43,430310,N,8121400,-1,514225,101,5,31,"44,00",1,3,0,1,43,0,0,0,"1653,58",10,0,1,202601,0,5,"1653,58"
202601,4,43,431020,E,3811400,1,514320,101,3,22,"44,00",3,1,0,1,97,0,0,0,"1949,91",9,0,1,202601,0,5,"1949,91"
202601,4,43,431490,N,8111700,-1,514320,101,4,43,"44,00",2,3,0,1,40,0,0,0,"1765,86",9,0,1,202601,0,5,"1765,86"
202601,4,43,432300,N,8129000,1,414105,101,7,41,"40,00",1,1,0,1,97,0,0,0,"1605,33",7,0,1,202601,0,5,"1605,33"
202601,4,43,431800,N,8121400,1,517420,111,5,30,"44,00",1,1,0,1,97,0,1,9,"1991,00",8,0,1,202601,0,1,"9,05"
202601,4,43,430460,N,8121400,-1,514225,101,6,34,"44,00",3,3,0,1,40,0,0,0,"1765,56",6,0,1,202601,0,5,"1765,56"
202601,4,43,430310,N,8121400,1,514320,106,5,43,"44,00",3,3,0,1,97,0,0,0,"1756,86",10,0,1,202601,0,5,"1756,86"
202601,4,43,431760,N,8111700,-1,411005,101,7,29,"44,00",1,3,0,1,31,0,0,0,"2200,00",8,0,1,202601,0,5,"2200,00"
202601,4,43,430920,N,8121400,1,514320,101,2,43,"44,00",1,1,0,1,97,0,0,0,"1765,89",8,0,1,202601,0,5,"1765,89"
202601,4,43,431020,N,8111700,-1,322205,101,7,39,"36,00",3,3,0,1,40,0,0,0,"3191,24",8,0,1,202601,0,5,"3191,24"
202601,4,43,431033,N,8111700,1,517410,101,7,44,"44,00",1,1,0,1,97,0,0,0,"2126,25",2,0,1,202601,0,5,"2126,25"
